State,Year,Crop,Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Organic_Carbon,Area,Production,Yield
Haryana,2016,Maize,21.4,922.8,71.5,4.51,25.6,57.1,30.1,0.55,406.3,723.09,1.78
Madhya Pradesh,2016,Soybean,35.3,1253.0,85.9,6.7,110.4,45.4,13.0,1.93,396.2,466.47,1.18
Gujarat,2015,Cotton,30.5,2308.6,37.1,6.1,142.8,55.4,36.3,0.69,427.9,389.25,0.91
Maharashtra,2012,Groundnut,36.0,1227.3,33.7,5.71,120.6,70.7,13.4,0.95,81.4,61.82,0.76
Madhya Pradesh,2023,Soybean,27.9,84.3,48.7,6.56,128.1,52.9,22.7,1.74,293.9,488.09,1.66
Gujarat,2022,Sugarcane,24.4,1125.2,38.2,7.08,90.8,56.2,67.3,0.2,457.5,21023.21,45.95
Rajasthan,2016,Maize,38.0,2060.6,61.6,8.36,59.6,53.0,77.1,1.96,22.0,27.67,1.26
Rajasthan,2014,Soybean,15.9,1961.1,61.1,7.83,108.1,47.2,52.1,2.27,397.5,374.14,0.94
Karnataka,2016,Wheat,36.4,1307.8,64.5,7.37,112.6,22.0,64.0,0.32,123.9,123.24,0.99
West Bengal,2011,Groundnut,20.8,661.9,74.7,6.42,107.8,33.5,24.0,1.56,335.2,370.0,1.1
Rajasthan,2015,Sugarcane,36.2,1189.5,88.3,6.07,143.1,58.5,38.5,1.14,359.0,23991.42,66.83
Maharashtra,2023,Maize,18.5,1431.1,82.7,4.63,67.7,39.8,74.2,0.38,462.9,770.06,1.66
Punjab,2017,Soybean,29.5,2499.7,37.1,5.94,25.2,38.4,42.8,1.77,254.9,174.89,0.69
Uttar Pradesh,2010,Maize,37.2,1628.2,50.3,7.89,138.1,63.1,41.4,1.61,424.3,1216.88,2.87
Karnataka,2013,Maize,26.8,1750.9,45.3,6.04,40.9,10.4,27.5,1.68,23.6,26.72,1.13
Uttar Pradesh,2020,Soybean,33.7,1254.1,40.6,6.35,110.7,57.5,63.5,2.07,210.9,364.07,1.73
West Bengal,2010,Rice,35.1,918.5,62.7,5.59,133.5,44.2,82.9,0.86,220.3,870.48,3.95
Gujarat,2023,Cotton,33.4,2041.7,63.2,5.6,60.3,36.4,52.3,1.76,269.6,172.66,0.64
Tamil Nadu,2010,Sugarcane,38.1,1262.6,43.6,4.75,128.0,33.8,20.4,1.91,241.2,7522.55,31.19
Rajasthan,2019,Sugarcane,26.2,2487.0,72.7,6.96,63.2,22.1,85.5,0.59,484.0,19987.77,41.3
Punjab,2021,Groundnut,19.3,1169.9,74.0,6.29,123.3,33.4,16.4,2.4,40.2,29.32,0.73
West Bengal,2023,Groundnut,16.2,216.6,31.3,6.92,29.1,37.4,52.5,0.98,133.2,70.66,0.53
Uttar Pradesh,2023,Groundnut,21.2,1722.3,53.7,6.69,105.2,40.6,33.5,1.84,484.3,319.33,0.66
Karnataka,2020,Sugarcane,18.6,164.3,83.4,7.7,108.0,57.1,94.3,1.93,223.2,9656.61,43.26
Rajasthan,2017,Maize,28.9,663.7,61.2,7.5,83.9,41.7,76.4,1.36,286.0,1360.46,4.76
Maharashtra,2016,Groundnut,19.6,916.7,50.9,7.59,109.3,65.7,61.0,0.5,41.4,56.38,1.36
Rajasthan,2021,Soybean,16.0,1861.7,45.2,6.5,140.0,54.8,70.1,0.83,142.7,144.2,1.01
Karnataka,2019,Cotton,15.9,1260.9,44.6,5.92,115.4,23.3,57.9,0.74,20.8,18.72,0.9
Karnataka,2022,Wheat,35.8,120.2,36.0,8.23,145.0,29.4,23.3,1.39,69.6,77.25,1.11
Tamil Nadu,2010,Sugarcane,29.8,1561.3,79.0,4.72,78.3,15.5,73.8,0.8,317.0,11515.28,36.32
Rajasthan,2020,Soybean,24.0,1058.0,35.2,5.11,88.7,76.2,54.3,1.46,382.0,561.19,1.47
Rajasthan,2023,Cotton,37.4,2308.5,47.5,6.18,54.3,72.1,67.1,0.86,435.2,344.33,0.79
Tamil Nadu,2022,Cotton,16.8,1273.9,32.7,6.96,148.1,15.9,14.1,0.2,126.5,96.43,0.76
Madhya Pradesh,2011,Rice,39.5,1787.0,76.9,4.53,27.2,50.2,22.8,1.04,167.1,149.2,0.89
Madhya Pradesh,2013,Soybean,30.4,586.2,32.4,7.38,66.6,77.2,63.0,1.6,285.1,750.28,2.63
Gujarat,2010,Sugarcane,19.6,1914.4,48.5,6.73,58.7,62.3,51.3,1.98,42.8,2110.16,49.35
Madhya Pradesh,2012,Groundnut,32.0,1816.3,64.4,6.44,70.2,44.4,30.4,0.27,403.6,206.58,0.51
Haryana,2017,Maize,34.1,2265.0,54.6,6.19,139.3,26.9,31.7,0.79,242.2,394.3,1.63
Rajasthan,2017,Groundnut,25.7,132.9,46.9,6.58,67.8,29.5,66.8,2.47,482.8,525.9,1.09
Punjab,2017,Cotton,36.5,1146.4,46.5,5.15,139.2,61.5,15.3,0.8,59.5,56.67,0.95
Rajasthan,2015,Cotton,18.8,1713.9,77.9,4.93,75.0,64.6,49.1,1.99,67.5,35.3,0.52
Haryana,2015,Wheat,22.0,283.2,88.4,5.66,131.1,47.0,57.1,1.37,174.9,616.96,3.53
Haryana,2014,Groundnut,17.3,1056.0,50.9,7.34,87.8,18.5,37.7,0.48,104.2,54.04,0.52
Uttar Pradesh,2022,Rice,20.3,2358.3,32.3,6.85,60.5,75.4,83.8,1.68,348.6,1033.15,2.96
Rajasthan,2018,Cotton,21.0,1118.0,32.2,6.42,78.4,69.1,15.1,2.42,473.5,697.88,1.47
West Bengal,2013,Cotton,37.9,2464.2,75.6,6.79,75.2,19.8,87.9,2.24,45.9,31.84,0.69
Haryana,2019,Maize,17.0,189.3,63.1,6.74,53.8,14.0,75.1,1.79,121.9,279.55,2.29
Punjab,2021,Maize,25.7,1808.7,77.0,5.73,57.7,47.5,50.2,1.38,119.7,205.7,1.72
Tamil Nadu,2021,Wheat,28.3,1473.5,71.8,4.89,44.2,29.9,93.2,0.93,255.0,181.22,0.71
Gujarat,2021,Soybean,37.5,1276.3,84.5,8.09,63.7,29.8,73.2,1.02,226.6,143.45,0.63
Uttar Pradesh,2016,Wheat,39.9,2428.6,83.1,6.9,101.2,16.1,93.8,1.0,363.7,382.72,1.05
Tamil Nadu,2010,Wheat,33.8,367.6,77.3,7.29,70.3,76.7,52.5,2.32,366.6,898.66,2.45
Uttar Pradesh,2018,Maize,39.3,2245.2,58.5,6.36,112.6,68.1,50.8,0.69,286.8,512.18,1.79
Punjab,2016,Groundnut,34.7,1743.5,48.5,7.53,148.3,18.0,57.8,1.07,295.9,177.82,0.6
Karnataka,2019,Groundnut,39.1,684.5,60.4,6.84,69.0,71.4,15.9,1.19,421.3,494.92,1.17
Rajasthan,2021,Groundnut,32.7,2259.1,60.1,4.72,80.1,57.8,91.8,1.14,199.1,117.63,0.59
Maharashtra,2018,Soybean,17.0,1101.8,66.6,8.06,41.3,32.8,70.1,0.21,7.2,4.64,0.65
West Bengal,2016,Maize,25.0,2044.9,41.2,5.72,71.0,71.0,65.6,0.82,107.3,226.36,2.11
Tamil Nadu,2011,Rice,31.2,1002.6,69.3,5.05,114.5,51.9,93.4,1.35,18.6,50.96,2.73
Rajasthan,2015,Sugarcane,23.8,2134.8,57.4,4.85,48.3,69.4,99.4,1.95,197.4,9539.48,48.34
West Bengal,2019,Sugarcane,21.8,1609.7,67.2,7.38,43.7,42.8,24.7,1.51,179.6,6956.48,38.74
Karnataka,2021,Rice,29.4,395.6,44.4,7.32,68.9,45.0,77.4,1.09,50.2,110.42,2.2
Maharashtra,2020,Groundnut,38.3,1641.7,56.1,7.3,126.4,30.4,62.2,1.73,377.8,276.19,0.73
West Bengal,2013,Sugarcane,15.9,518.8,42.6,8.16,101.1,37.1,51.5,1.73,277.0,5786.43,20.89
West Bengal,2012,Soybean,34.2,1059.2,82.5,5.9,144.5,49.7,98.0,0.77,113.6,232.14,2.04
Tamil Nadu,2011,Maize,33.1,467.2,59.3,6.74,137.6,76.3,86.5,0.44,379.8,1883.9,4.96
Madhya Pradesh,2015,Sugarcane,39.1,103.9,43.5,6.98,39.6,52.0,72.7,2.05,334.3,12133.25,36.29
Maharashtra,2017,Soybean,38.3,569.1,32.5,8.42,25.5,20.3,44.4,1.42,96.6,70.54,0.73
Rajasthan,2015,Maize,34.1,1364.1,70.5,5.75,71.9,10.5,69.9,0.61,491.5,1000.38,2.04
Karnataka,2018,Soybean,28.0,1229.8,42.9,8.33,87.9,69.6,57.9,0.8,89.5,117.6,1.31
Maharashtra,2023,Rice,20.1,1278.7,89.4,5.09,87.0,35.5,32.4,1.96,386.1,589.45,1.53
Punjab,2014,Wheat,28.6,656.8,62.0,7.56,37.4,32.0,50.5,1.7,484.2,928.16,1.92
Madhya Pradesh,2011,Rice,34.1,1728.6,47.3,7.03,36.2,66.1,29.1,2.37,363.0,1057.5,2.91
Punjab,2017,Sugarcane,37.4,1775.4,69.5,7.77,26.1,76.2,55.0,1.27,333.2,22459.37,67.4
Karnataka,2018,Maize,34.7,927.0,46.5,4.61,130.6,62.4,74.8,0.32,451.8,1511.08,3.34
Tamil Nadu,2023,Soybean,19.9,2208.9,79.2,4.81,143.2,22.2,13.3,1.81,135.3,75.87,0.56
Tamil Nadu,2019,Sugarcane,30.0,1627.9,48.5,4.78,35.0,37.4,78.9,0.79,139.3,5211.52,37.41
Karnataka,2013,Sugarcane,23.3,1796.9,89.3,6.87,47.7,63.2,11.8,0.94,320.9,10878.08,33.89
Uttar Pradesh,2015,Wheat,15.2,729.5,66.3,6.91,31.7,73.5,56.6,0.65,441.2,1007.31,2.28
Karnataka,2020,Groundnut,20.0,51.5,80.7,8.12,134.1,79.9,61.6,0.91,309.1,219.74,0.71
Madhya Pradesh,2019,Sugarcane,17.8,2170.2,34.4,6.37,144.6,45.8,78.5,2.11,488.5,36244.3,74.19
Haryana,2017,Wheat,36.1,2064.9,50.9,4.77,54.0,67.6,78.5,1.53,112.2,86.07,0.77
Tamil Nadu,2018,Maize,21.5,351.8,74.2,5.34,59.5,13.3,47.6,0.45,413.1,490.64,1.19
Gujarat,2021,Maize,22.1,966.6,69.3,4.53,67.1,30.0,16.0,1.55,463.7,820.33,1.77
Madhya Pradesh,2014,Soybean,39.0,1670.3,41.7,7.61,85.3,36.0,72.4,1.66,214.1,171.46,0.8
Madhya Pradesh,2021,Groundnut,24.5,1647.7,51.4,7.76,108.7,78.3,56.0,2.24,481.0,499.26,1.04
Madhya Pradesh,2015,Wheat,15.2,2157.9,45.8,8.49,85.6,10.2,40.0,2.18,101.9,67.64,0.66
West Bengal,2020,Rice,22.1,393.7,66.8,6.15,143.6,31.6,31.1,0.34,476.5,878.88,1.84
Madhya Pradesh,2013,Maize,18.0,1103.4,50.7,4.58,33.0,75.1,20.8,2.19,451.5,927.26,2.05
Tamil Nadu,2014,Groundnut,17.6,288.2,48.5,5.44,123.8,31.5,36.6,0.32,34.0,18.21,0.54
Haryana,2016,Soybean,16.9,1004.5,42.4,6.85,63.5,25.8,51.3,0.55,261.1,314.43,1.2
Haryana,2018,Rice,29.8,87.0,54.5,8.35,69.1,61.1,53.0,0.46,264.9,364.15,1.37
Madhya Pradesh,2019,Maize,19.7,2250.8,41.7,4.91,112.1,62.2,62.4,0.62,29.4,47.18,1.6
Punjab,2020,Maize,24.0,1341.3,87.8,4.99,140.8,43.1,42.6,2.05,20.7,51.64,2.49
Tamil Nadu,2022,Soybean,36.6,2132.0,39.3,7.31,113.1,76.3,92.8,1.78,3.5,4.57,1.29
Tamil Nadu,2015,Soybean,25.6,196.8,84.8,7.17,120.9,24.2,54.6,1.78,262.7,491.95,1.87
Maharashtra,2023,Cotton,37.9,607.3,55.7,5.5,117.6,73.9,48.1,2.32,232.4,526.85,2.27
Rajasthan,2015,Sugarcane,27.4,685.5,52.7,7.75,61.7,62.9,14.3,1.1,470.3,17708.4,37.65
Uttar Pradesh,2017,Sugarcane,25.0,997.4,43.9,5.02,118.4,35.8,63.9,0.21,171.8,4757.07,27.69
Uttar Pradesh,2020,Rice,33.8,2017.0,68.1,8.2,122.0,66.5,64.3,1.67,329.5,873.51,2.65
Punjab,2013,Sugarcane,16.8,997.1,71.1,5.3,89.3,19.3,62.5,2.2,4.8,109.43,22.92
Uttar Pradesh,2012,Rice,17.2,551.4,58.1,4.83,89.8,19.2,89.9,2.45,332.1,531.13,1.6
Maharashtra,2023,Groundnut,31.3,209.2,33.3,5.86,118.8,75.1,78.7,1.04,456.8,698.1,1.53
Karnataka,2016,Maize,27.2,244.8,85.1,5.25,126.2,16.6,88.1,2.09,178.0,478.49,2.69
Uttar Pradesh,2014,Cotton,34.8,1912.1,88.8,6.61,63.8,10.3,15.3,2.15,157.7,73.96,0.47
Tamil Nadu,2011,Cotton,37.9,1139.8,55.9,7.25,124.2,37.2,38.6,0.53,313.4,415.39,1.33
Karnataka,2011,Maize,24.7,1829.1,66.8,6.46,125.8,17.3,38.7,1.65,164.9,298.83,1.81
Uttar Pradesh,2020,Soybean,29.9,1721.6,57.0,7.14,50.4,70.4,69.1,0.6,201.8,218.25,1.08
Tamil Nadu,2015,Wheat,27.5,381.6,49.3,5.96,113.2,74.6,50.4,1.23,137.3,461.82,3.36
Tamil Nadu,2017,Wheat,39.5,400.1,34.6,4.61,44.2,43.8,80.0,2.22,173.1,215.1,1.24
Madhya Pradesh,2010,Sugarcane,35.8,1900.6,57.4,8.4,32.1,39.8,44.6,2.02,340.0,11889.02,34.97
Haryana,2020,Soybean,37.8,1817.1,79.1,7.78,94.7,47.7,29.9,1.51,461.3,296.28,0.64
Punjab,2015,Rice,21.4,976.2,31.0,4.79,138.1,25.8,36.2,2.06,292.0,582.51,2.0
Maharashtra,2021,Groundnut,34.3,239.7,64.9,6.3,24.6,30.9,26.4,0.55,6.0,3.79,0.63
West Bengal,2011,Cotton,21.6,79.6,82.8,7.04,127.4,17.1,27.8,0.65,132.7,93.93,0.71
Rajasthan,2011,Sugarcane,20.2,756.0,43.1,5.26,85.8,41.3,29.5,0.68,476.2,9693.39,20.36
Uttar Pradesh,2016,Maize,38.6,72.6,41.0,6.81,131.9,52.8,11.4,1.98,455.3,1212.78,2.66
Uttar Pradesh,2019,Soybean,15.5,613.7,76.3,6.63,129.7,75.1,74.4,2.25,58.7,167.62,2.86
Karnataka,2010,Cotton,39.1,1077.8,45.3,5.33,133.8,61.7,46.0,1.49,454.3,472.15,1.04
Karnataka,2015,Rice,18.7,347.5,41.5,5.06,120.0,60.6,12.0,2.4,482.3,668.97,1.39
Rajasthan,2023,Rice,35.5,305.5,52.7,7.54,129.6,31.6,43.3,1.87,163.0,359.75,2.21
Uttar Pradesh,2016,Wheat,21.9,2246.3,53.6,5.79,42.9,72.2,91.5,1.5,350.8,530.88,1.51
Gujarat,2023,Sugarcane,23.8,1484.4,82.4,5.48,59.5,76.3,56.0,1.61,280.4,9964.97,35.53
Maharashtra,2017,Maize,20.4,2339.4,67.1,7.45,51.5,75.3,98.8,2.15,169.2,531.26,3.14
Uttar Pradesh,2016,Cotton,29.6,897.3,54.4,7.44,116.5,12.7,58.6,0.41,77.5,127.45,1.64
Haryana,2015,Groundnut,23.7,1709.0,62.1,5.61,40.0,52.3,96.7,0.59,184.1,113.75,0.62
Rajasthan,2018,Rice,31.4,551.5,87.2,7.99,43.7,55.0,28.2,0.81,464.0,933.4,2.01
Gujarat,2022,Cotton,15.4,1564.9,36.8,7.25,134.3,30.7,36.1,2.26,405.8,362.27,0.89
Maharashtra,2012,Maize,16.6,367.5,42.5,5.88,111.8,79.5,73.0,2.37,166.0,857.08,5.16
Uttar Pradesh,2020,Cotton,17.5,55.1,87.8,6.21,133.8,30.4,98.8,1.02,274.3,316.92,1.16
West Bengal,2015,Sugarcane,25.5,2332.3,87.4,7.41,38.1,25.2,84.3,2.32,203.6,9808.54,48.18
Madhya Pradesh,2013,Wheat,35.4,1409.5,40.6,5.35,71.9,43.9,59.8,1.46,233.7,157.33,0.67
Haryana,2011,Cotton,37.2,2321.0,38.7,6.38,56.8,32.6,17.7,1.29,380.8,142.81,0.37
West Bengal,2010,Soybean,21.1,867.9,55.3,7.11,21.3,74.7,42.8,2.12,272.0,450.26,1.66
Karnataka,2021,Wheat,29.4,853.1,33.0,6.66,57.0,40.8,17.8,1.46,91.3,128.71,1.41
Karnataka,2021,Maize,34.2,1031.6,69.3,6.93,69.3,38.7,38.0,1.25,135.2,358.17,2.65
Uttar Pradesh,2023,Wheat,22.2,1779.8,34.6,6.68,32.0,53.8,33.3,0.24,284.3,246.39,0.87
Karnataka,2010,Cotton,25.2,1436.2,33.5,5.3,93.6,15.7,45.0,0.23,346.7,164.51,0.47
Haryana,2020,Cotton,28.1,2317.1,59.1,6.14,69.8,63.0,85.4,1.64,254.6,211.49,0.83
Maharashtra,2019,Soybean,18.4,112.3,87.5,6.63,26.0,63.8,23.5,0.37,310.5,263.22,0.85
Tamil Nadu,2012,Rice,15.6,1785.1,55.6,7.62,111.5,43.2,37.5,1.89,394.9,1214.67,3.08
Punjab,2013,Soybean,18.8,859.3,51.4,7.12,114.8,76.9,33.5,1.63,273.2,648.97,2.38
Rajasthan,2011,Cotton,30.7,491.6,89.9,6.21,128.5,50.6,36.7,1.25,488.6,1001.22,2.05
Maharashtra,2022,Groundnut,16.8,1300.5,61.9,8.4,83.1,58.7,42.5,1.83,118.5,56.92,0.48
Tamil Nadu,2021,Wheat,19.7,1287.4,52.5,4.93,145.9,74.7,32.0,2.48,459.9,552.66,1.2
Gujarat,2020,Soybean,23.4,385.7,53.2,5.33,138.8,56.6,94.8,0.77,124.6,221.97,1.78
Haryana,2020,Soybean,16.9,544.6,41.7,5.87,91.7,40.2,47.8,1.48,266.3,518.4,1.95
West Bengal,2023,Groundnut,19.8,1050.0,60.7,5.41,77.8,11.7,20.3,2.14,228.5,75.55,0.33
Tamil Nadu,2020,Groundnut,37.8,1051.6,56.3,7.0,20.4,61.0,52.1,0.24,187.1,107.96,0.58
Haryana,2010,Groundnut,15.5,828.0,46.2,4.66,112.4,77.5,26.6,0.67,481.4,346.27,0.72
Madhya Pradesh,2013,Rice,31.3,413.9,39.6,5.21,93.4,42.9,29.5,1.4,136.9,172.52,1.26
West Bengal,2016,Cotton,24.6,60.7,48.7,5.67,141.9,33.8,35.7,1.47,337.8,403.59,1.19
Karnataka,2019,Cotton,31.8,2427.1,60.5,7.23,97.3,46.3,21.2,0.4,402.2,268.75,0.67
Karnataka,2020,Maize,29.7,2361.6,33.5,8.0,149.1,61.0,74.9,1.14,99.3,174.53,1.76
West Bengal,2015,Rice,20.6,1234.9,39.2,7.69,131.0,10.0,81.3,1.4,486.6,1859.26,3.82
Gujarat,2015,Maize,36.2,2487.9,86.9,5.23,144.0,72.1,45.5,1.17,273.8,370.77,1.35
Gujarat,2020,Maize,27.3,1700.5,62.6,6.76,62.6,72.0,72.0,1.81,457.3,1245.31,2.72
Gujarat,2018,Maize,35.6,218.7,33.8,4.62,39.4,47.9,45.0,1.97,332.3,446.65,1.34
Tamil Nadu,2023,Sugarcane,25.2,338.4,71.6,5.74,123.6,18.6,24.8,1.26,325.1,8947.92,27.53
Rajasthan,2011,Maize,39.6,2294.5,33.7,7.72,122.2,57.0,45.7,1.18,173.4,302.02,1.74
Tamil Nadu,2013,Soybean,34.3,1593.6,74.3,6.33,47.5,19.6,60.1,1.82,385.5,250.9,0.65
Uttar Pradesh,2014,Wheat,39.1,2115.8,75.0,5.1,119.4,45.5,13.7,1.48,15.9,8.15,0.51
Punjab,2010,Soybean,27.9,2250.8,69.1,6.25,95.7,16.6,68.9,2.2,278.4,297.56,1.07
West Bengal,2017,Soybean,26.8,1147.5,73.9,5.29,34.2,51.2,76.8,1.31,17.0,14.94,0.88
Maharashtra,2017,Cotton,33.9,168.9,35.3,6.07,85.2,32.3,87.4,1.52,154.1,199.09,1.29
Punjab,2015,Sugarcane,37.0,511.3,73.6,6.45,141.0,68.2,19.2,0.5,49.1,2457.39,50.1
Madhya Pradesh,2021,Maize,39.1,213.1,38.2,5.9,85.8,66.0,10.0,2.12,455.9,961.9,2.11
Tamil Nadu,2014,Cotton,23.1,512.4,50.4,8.25,122.5,79.9,16.6,1.17,314.5,371.64,1.18
Tamil Nadu,2017,Rice,35.0,1055.8,86.6,6.75,23.8,28.0,93.2,1.85,334.6,857.11,2.56
Haryana,2012,Rice,20.3,339.6,60.2,7.87,114.7,14.3,78.9,1.19,425.7,882.06,2.07
Punjab,2012,Cotton,28.6,458.5,88.0,7.54,143.1,41.0,85.2,0.2,366.8,622.31,1.7
Haryana,2011,Wheat,19.5,1142.3,35.3,7.14,84.9,15.8,56.5,1.12,63.0,96.51,1.53
Maharashtra,2014,Cotton,23.7,883.4,58.7,6.49,63.9,22.5,57.4,0.54,309.2,343.26,1.11
Haryana,2012,Cotton,38.3,1195.8,33.7,4.51,104.1,51.8,36.9,1.12,489.1,377.33,0.77
Punjab,2012,Sugarcane,18.7,1101.5,67.8,6.95,139.1,51.4,85.8,0.94,107.8,6723.68,62.35
West Bengal,2015,Rice,30.8,1629.0,34.7,5.92,43.0,13.0,84.7,0.67,310.2,909.9,2.93
Madhya Pradesh,2017,Rice,29.8,2346.1,40.5,4.97,72.5,41.0,45.3,0.48,282.2,375.6,1.33
Tamil Nadu,2011,Maize,18.0,314.3,45.5,6.28,40.3,47.1,39.6,1.88,196.4,534.09,2.72
Maharashtra,2013,Soybean,23.1,293.2,74.9,7.44,84.6,28.8,76.5,1.94,477.4,975.24,2.04
Tamil Nadu,2020,Cotton,29.1,2139.4,39.8,8.35,90.3,71.0,12.4,0.81,178.8,77.14,0.43
Uttar Pradesh,2016,Cotton,19.7,1290.7,80.8,6.0,142.7,21.3,87.4,1.34,47.7,68.45,1.43
Madhya Pradesh,2010,Wheat,35.0,1927.7,37.9,6.67,73.6,27.8,50.2,1.27,481.3,342.01,0.71
Rajasthan,2010,Groundnut,39.3,577.8,32.1,7.9,93.7,21.0,49.7,1.02,364.9,452.12,1.24
Haryana,2021,Groundnut,20.4,2080.7,53.7,5.84,135.1,18.2,70.2,0.84,171.9,106.28,0.62
Karnataka,2022,Rice,19.7,2313.4,88.8,5.07,61.8,71.5,68.1,0.63,141.0,222.99,1.58
Punjab,2019,Wheat,26.4,1606.9,36.6,5.63,107.6,29.5,33.9,2.21,464.1,599.82,1.29
Tamil Nadu,2016,Sugarcane,33.7,309.4,36.1,8.1,118.4,60.6,94.9,2.12,137.5,6475.58,47.09
Haryana,2023,Maize,22.0,2243.5,75.1,5.14,63.0,40.0,98.8,1.16,269.0,378.55,1.41
Maharashtra,2016,Wheat,15.5,1991.6,48.7,5.82,41.4,54.5,57.3,1.86,108.3,128.82,1.19
Tamil Nadu,2010,Rice,28.5,1889.7,73.0,6.36,85.4,75.0,60.5,1.35,497.6,2425.48,4.87
Rajasthan,2010,Sugarcane,38.9,140.0,42.0,7.89,66.4,69.1,59.9,0.4,385.0,14142.89,36.74
Madhya Pradesh,2013,Cotton,24.8,2007.5,57.6,8.25,54.6,14.8,53.7,2.09,284.2,103.51,0.36
Madhya Pradesh,2014,Sugarcane,25.5,388.0,45.9,6.2,146.5,69.2,95.1,0.7,373.2,24665.24,66.1
Tamil Nadu,2014,Soybean,39.2,594.8,57.1,8.23,85.3,41.6,32.0,1.83,458.3,528.86,1.15
Maharashtra,2013,Wheat,32.4,1464.0,76.1,5.15,131.3,34.5,19.7,1.41,481.6,345.99,0.72
Madhya Pradesh,2017,Rice,33.0,699.2,75.7,5.13,45.4,57.1,93.7,1.79,393.2,875.35,2.23
Madhya Pradesh,2016,Wheat,29.1,1670.3,60.9,8.3,142.1,76.5,29.2,1.28,424.7,506.05,1.19
Rajasthan,2018,Cotton,39.4,1539.8,85.7,6.54,123.3,16.6,77.4,1.82,199.5,203.36,1.02
Punjab,2016,Groundnut,32.2,315.0,45.8,5.24,125.1,63.8,28.3,0.28,196.5,164.43,0.84
Maharashtra,2019,Cotton,37.4,1657.2,44.4,6.45,70.7,24.2,96.4,0.29,404.3,253.92,0.63
Maharashtra,2010,Rice,32.5,2313.7,66.8,7.63,83.1,36.6,81.2,2.26,380.1,1028.4,2.71
West Bengal,2022,Soybean,33.4,444.7,67.3,7.81,97.1,71.2,92.7,1.92,450.6,1295.85,2.88
West Bengal,2023,Maize,22.3,1512.8,32.8,7.96,122.7,48.2,95.6,2.11,67.4,303.32,4.5
Madhya Pradesh,2016,Sugarcane,22.6,887.6,66.5,6.78,130.4,14.7,17.6,1.25,345.7,12442.27,35.99
Karnataka,2010,Sugarcane,34.6,1176.0,52.5,7.97,30.1,45.6,49.0,1.26,324.2,14558.93,44.91
West Bengal,2016,Cotton,22.4,753.2,74.8,6.54,137.5,65.3,68.3,1.43,399.5,954.8,2.39
Madhya Pradesh,2019,Wheat,29.1,917.6,78.5,6.93,141.9,47.0,82.2,0.76,13.3,34.74,2.62
Gujarat,2017,Groundnut,21.2,120.8,63.1,7.53,97.1,21.7,31.7,1.89,413.3,325.21,0.79
Uttar Pradesh,2020,Wheat,35.4,2454.8,30.1,6.2,44.3,41.2,92.3,2.11,163.9,159.81,0.98
Uttar Pradesh,2018,Soybean,17.8,1580.8,68.2,4.79,126.4,74.7,29.9,2.29,343.9,259.46,0.75
Maharashtra,2021,Maize,35.7,1276.7,74.9,5.9,91.3,56.1,88.0,1.39,308.7,1231.06,3.99
Karnataka,2012,Wheat,30.1,990.1,44.9,7.0,126.2,61.1,56.1,1.15,220.7,598.36,2.71
Rajasthan,2013,Sugarcane,19.7,1371.5,57.9,5.27,125.9,65.0,56.4,2.11,373.3,15150.73,40.59
Punjab,2013,Groundnut,28.6,981.3,87.9,5.09,31.3,16.3,43.7,1.93,480.6,199.49,0.42
West Bengal,2021,Wheat,22.1,931.8,47.9,5.67,98.9,50.7,19.3,2.19,162.4,371.0,2.28
Gujarat,2018,Groundnut,23.1,1186.7,43.4,4.63,82.8,36.3,41.2,1.71,374.5,185.57,0.5
Madhya Pradesh,2022,Maize,23.8,726.2,42.7,7.47,143.0,19.7,48.4,2.23,158.0,925.4,5.86
Karnataka,2016,Sugarcane,16.6,491.1,63.5,5.53,58.6,24.2,53.1,0.4,423.0,8802.61,20.81
Maharashtra,2012,Groundnut,39.6,1413.7,87.0,5.0,46.8,64.7,76.5,1.76,219.2,82.72,0.38
West Bengal,2019,Wheat,15.8,2114.8,66.5,7.3,136.6,21.3,41.7,0.4,225.2,277.58,1.23
Karnataka,2014,Sugarcane,31.6,424.4,48.2,7.87,39.3,31.9,46.6,1.92,386.2,13301.0,34.44
West Bengal,2016,Cotton,24.3,130.2,68.3,4.58,109.2,29.9,91.5,1.65,248.6,193.4,0.78
Punjab,2017,Cotton,31.2,654.7,67.5,5.43,59.0,13.4,77.7,0.24,134.1,115.69,0.86
Punjab,2010,Soybean,23.9,2450.3,65.8,8.28,93.8,42.4,12.1,1.58,497.8,235.21,0.47
Rajasthan,2021,Cotton,31.8,2080.5,39.6,6.04,100.1,63.6,83.1,0.54,310.5,322.4,1.04
Uttar Pradesh,2011,Wheat,33.2,1509.9,68.1,8.25,74.3,11.6,99.1,0.53,322.9,211.4,0.65
Haryana,2016,Maize,32.3,2326.7,55.8,5.6,146.7,17.9,94.6,0.55,323.6,769.43,2.38
Haryana,2020,Sugarcane,17.8,1140.9,31.1,5.37,37.1,60.4,85.2,1.31,441.8,11290.38,25.56
West Bengal,2022,Groundnut,31.4,2459.0,62.4,5.36,70.9,51.6,66.6,0.47,92.8,42.2,0.45
Rajasthan,2023,Rice,22.0,775.9,89.4,4.84,76.0,60.1,35.0,0.49,30.5,40.98,1.34
Haryana,2022,Cotton,15.7,638.7,51.0,8.09,102.0,26.1,68.9,0.79,194.0,187.76,0.97
